Assistance,Agency,Address,City,State,Zip,County,Services,Eligibility,Hours,Phone,Website,Latitude,Longitude
Commodities and Food Assistance,FOOD BANK FOR LARIMER COUNTY,1025 Pennock Place Suite 109,Fort Collins,CO,80524,LARIMER COUNTY,Provides a client choice food pantry for individuals in need. Also distributes the Commodities Supplemental Food Program (CSFP) to eligible seniors and The Emergency Food Assistance Program (TFAP)...,Low-income residents of Larimer County Area Served:  Larimer County,"Tuesday, Wednesday, 9 a.m. - 3 p.m.; Thursday, 12...",(970) 493-4477,http://foodbanklarimer.org/our-programs,40.5754599,-105.0592363
Food Pantry,LOAVES AND FISHES MINISTRIES OF FREMONT COUNTY,241 Justice Center Rd,Cañon City,CO,81212,FREMONT COUNTY,Food pantry in Fremont county. Mobile Food Pantry across the street at 200 Justice center Senior Foodboxes once a month,Low income individuals and families living in Fremont County Area Served:  Canon City,"Monday - Friday, 8 a.m. - 4 p.m.",(719) 275-0593,http://www.lfministries.org,38.4466001,-105.1832613
Mobile Resource Center,EAGLE VALLEY COMMUNITY FOUNDATION,56 Edwards Village Blvd Suite 206 Office #2,Edwards,CO,81632,EAGLE COUNTY,Provides a mobile resource center that offers: Basic health education and screenings Referrals to community programs Food resources Workforce development programs Childhood programs Support in applying to public assistance programs such as: SNAP Medicaid Omni Salud WIC,No restrictions applied Area Served: Eagle County,"Monday - Friday, 9 a.m. - 5 p.m.",(970) 688-0001,http://eaglevalleycf.org/our-programs/mira/,39.6436838,-106.5946396
Drive-Through Food Boxes,YMCA OF METROPOLITAN DENVER,5181 W Kenyon Ave,Denver,CO,80236,DENVER COUNTY,Offers Weekly bags filled with: Fresh produce Protein Grains Dairy,"No restrictions applied Area Served: Cities of Denver, Englewood, Lakewood, Littleton","Monday - Friday, 5:30 a.m. - 8 p.m.; Saturday, 7 ...",(720) 460-6383,http://denverymca.org/food-distribution,39.650594,-105.0525805
Food Pantry (Apple Tree Park),RIVER CENTER OF NEW CASTLE,32956 River Frontage Rd,Silt,CO,81652,GARFIELD COUNTY,Provides a mobile food pantry that offers food to individuals and families in need.,Residents of the service area Area Served:  Garfield County,"Friday, 11 a.m. - 1:30 p.m.",(970) 625-4496,http://rivercenternewcastle.org,39.543338,-107.6633125
Food Bags and Document Attainment,GRAND VALLEY PEACE AND JUSTICE,740 Gunnison Ave,Grand Junction,CO,81501,MESA COUNTY,"Provides light-weight, easy-to-carry food bags for people who are unhoused or live in a vehicle. Also provides assistance obtaining the following: Marriage and divorce decrees Certified school transcripts Court documents Baptismal certificate...",No restrictions applied Area Served:  Mesa County,"Monday - Thursday, 9 a.m. - 2 p.m.",(970) 985-4253,http://gvpeacejustice.org,39.0737314,-108.560061
Food Pantry (Rifle),LIFT-UP,800 Railroad Ave,Rifle,CO,81650,GARFIELD COUNTY,Provides a food box to individuals and families in need,No restrictions Area Served:  Garfield County,"Tuesday - Thursday, 9:00 am - 12:00 pm, 1:00 pm -...",(970) 625-4888,http://www.liftup.org,39.536877,-107.782894
Food Pantry (New Castle),LIFT-UP,126 N 4th St,Silt,CO,81652,GARFIELD COUNTY,Provides a food box to individuals and families in need at River Center in New Castle,No restrictions Area Served: Garfield County,"Wednesday , Friday, 9:00 am - 1:00 pm",(970) 984-2115,http://www.liftup.org,39.5471941,-107.658986
Food Pantry,CEDAREDGE FOOD BANK,245 W Main St,Cedaredge,CO,81413,DELTA COUNTY,Provides food for individuals and families in need; up to 15 meals per household per month.,Low-income residents of the service area. Area Served: Delta County,"Thursday, 1 p.m. - 3 p.m.; Friday, 10 a.m. - 12 p...",(970) 209-4536,http://facebook.com/Cedaredge-Food-Bank-1599141133732917,38.9006119,-107.9258506
Mobile Food Pantry (Aspen Golf Club),WESTERN SLOPE FOOD BANK OF THE ROCKIES,39551 CO-82,Aspen,CO,81611,PITKIN COUNTY,Mobile food pantry that serves Aspen residents in need of food help.,No restrictions Area Served:  Pitkin County,"2nd and 4th Wednesday, 12 pm - 2 pm",(970) 464-1138,https://www.foodbankrockies.org/and-food,39.1959654,-106.8408724
Mobile Food Pantry (El Jebel),WESTERN SLOPE FOOD BANK OF THE ROCKIES,20 Eagle County Dr,El Jebel,CO,81623,EAGLE COUNTY,"Weekly mobile food pantry that provides food to individuals and families in El Jebel, CO.",No restrictions Area Served: Eagle County,"Tuesday, 12pm - 1 pm",(970) 464-1138,https://www.foodbankrockies.org,39.393807,-107.090259
Food Pantry (Edwards),THE COMMUNITY MARKET,429 Edwards Access Rd Suite A202,Edwards,CO,81632,EAGLE COUNTY,"The Community Market is a local warehouse for customers to shop for free. Features a variety of fresh produce, dairy and bread, as well as, shelf-stable grocery items...",No restrictions Area Served: Eagle County,"Tuesday, Thursday, 1 pm- 6 pm, Saturdays , 10 am-...",(970) 328-7900,https://eaglevalleycf.org/the-community-market,39.6482205,-106.5880341
Food Pantry (Gypsum),THE COMMUNITY MARKET,760 Lindbergh Dr Unit #7,Gypsum,CO,81637,EAGLE COUNTY,"The Community Market is a local warehouse for customers to shop for free that features a variety of fresh produce, dairy and bread as well as shelf-stable grocery items...",No restrictions Area Served:  Eagle County,"Monday, Wednesday, Thursday, Friday 10 am - 4 pm,...",(970) 328-7900,https://eaglevalleycf.org/the-community-market,39.6452594,-106.87741
Mobile Food Pantry (Eagle Bend Apartments),THE COMMUNITY MARKET,10 Stonebridge Dr,Avon,CO,81620,EAGLE COUNTY,Mobile food pantry that provides food for individuals and families.,No restrictions Area Served: Eagle County,"1st and 3rd Wednesday of the month, 5:00pm-6:30 pm",(970) 328-7900,https://eaglevalleycf.org/the-community-market,39.6285446,-106.5126308
Mobile Food Pantry (Eagle United Methodist Church),THE COMMUNITY MARKET,333 E 2nd St,Eagle,CO,81631,EAGLE COUNTY,Mobile food pantry that provides food to residents of Eagle County.,No restrictions Area Served: Eagle County,"Monday, 4:30 pm - 6 pm",(970) 328-6598,https://eaglevalleycf.org/the-community-market,39.6553417,-106.8252469
Mobile Food Pantry (Riverview Apartments),THE COMMUNITY MARKET,39169 US-6,Avon,CO,81620,EAGLE COUNTY,Mobile food pantry that provides food to those in need twice a month.,No restrictions Area Served:  Eagle County,"2nd and 4th Wednesday of the month, 5:00pm-6:30pm",(970) 328-7900,https://eaglevalleycf.org/the-community-market,39.6268967,-106.5109301
Mobile Food Pantry (Two Rivers),THE COMMUNITY MARKET,80 Lakeshore Dr,Gypsum,CO,81637,EAGLE COUNTY,"Mobile food pantry that provides food help to residents of Dotsero, CO.",No restrictions Area Served: Eagle County,"Thursday, 4:30pm-5:30pm",(970) 328-7900,https://eaglevalleycf.org/the-community-market,39.615505,-106.895722
Food Pantry,EAGLE UNITED METHODIST CHURCH,333 E 2nd St,Eagle,CO,81631,EAGLE COUNTY,Offers a weekly congregate food event.,No restrictions applied Area Served: Eagle County,"Monday, 4:30 p.m. - 6 p.m.",(970) 328-6598,http://umcofeaglevalley.org/Simple-Supper-Community-Food-Market,39.6553417,-106.8252469
Food Pantry (Parachute),LIFT-UP,201 E 1st St,Parachute,CO,81635,GARFIELD COUNTY,Provides a food box to individuals and families in need at the LIFT-UP Warehouse,No restrictions Area Served: Garfield County,"Monday, 3 pm - 6 pm",(970) 285-0221,http://www.liftup.org,39.453122,-108.0510757
Food Pantry (Aspen),LIFT-UP,465 N Mill St,Aspen,CO,81611,PITKIN COUNTY,"LIFT-UP collects, stores and distributes food and household products to low-income and food insecure individuals and families",No restrictions Area Served:  Piktin County,"Tuesdays, 2 pm - 6 pm",(970) 544-2009,http://www.liftup.org,39.1936369,-106.8183609
"Food Pantry, Catholic Charities (Glenwood Springs)",LIFT-UP,1004 Grand Ave,Glenwood Springs,CO,81601,GARFIELD COUNTY,"LIFT-UP collects, stores and distributes food and household products to low-income and food insecure individuals and families.",No restrictions Area Served: Garfield County,"Thursday, 10:30 am - 12:30 pm",(970) 945-2005,http://www.liftup.org,39.5439113,-107.3247246
"Food Pantry, Third Street Center (Carbondale)",LIFT-UP,520 S 3rd St Unit #35,Carbondale,CO,81623,GARFIELD COUNTY,"LIFT-UP collects, stores and distributes food and household products to low-income and food insecure",individuals and families,No restrictions Area Served: Garfield County,"Monday, 10:30 am - 12:30 pm; Wednesday, 4 pm - 5pm",(970) 625-4496,39.396907,-107.2098347
Food Assistance,GILPIN COUNTY DEPARTMENT OF HUMAN SERVICES,101 Norton Dr,Black Hawk,CO,80422,GILPIN COUNTY,Offers a food pantry to residents in need. Also distributes The Emergency Food Assistance Program (TEFAP) for income-qualified individuals and families...,Residents of Gilpin County Area Served: Gilpin County,"Monday - Friday, 9 a.m. - 4:30 p.m. (Administrati...",(720) 432-6120,http://gilpincounty.org,39.838343,-105.478229
Food Pantry,DENVER INNER CITY PARISH,1212 Mariposa St,Denver,CO,80204,DENVER COUNTY,Offers a client-choice food pantry to the community.,"No restrictions applied Area Served:  Adams, Arapahoe, Broomfield, Denver, Douglas, Jefferson counties","Monday - Friday, 9 a.m. - 3 p.m. (Walk-In Hours)",(303) 629-0636 Ext 6,http://dicp.org/hunger,39.7356182,-105.0024306
Food Assistance,LOVE INC OF THE YAMPA VALLEY,2218 Baker Dr,Craig,CO,81625,MOFFAT COUNTY,Provides food to qualified individuals and families through: The Emergency Food Assistance Program (TEFAP) The Commodity Supplemental Food Program (CSFP) Donation...,"For TEFAP assistance, households must meet the following income guidelines or be participating in one of the programs l...","Monday, 10:30 a.m. (Until Supplies Last)",(970) 826-4400,http://loveincyampavalley.org/services,40.5179151,-107.5214063
Food Pantry - Mobile Market Richmond Apartments,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,165 Central Main St,Pueblo,CO,81003,PUEBLO COUNTY,"Mobile food market, bring you own bags","Open to the community. All Richmond, Union Plaza and Vail tenants are welcome. Area Served:  Pueblo County",Hours Vary,(719) 546-2780,https://careandshare.org,38.2651622,-104.6106228
Food Pantry,CALVARY CHURCH AURORA,18900 E Hampden Ave,Aurora,CO,80013,ARAPAHOE COUNTY,Provides food boxes once a month.,Residents of the service area Area Served:  Arapahoe County; City of Aurora,"Thursday, 10 a.m. - 12 p.m.",(303) 628-7200,http://calvaryco.church,39.6525576,-104.767041
Food Pantry for Children,ROARING FORK SCHOOL DISTRICT,600 Southside Dr,Basalt,CO,81621,PITKIN COUNTY,Offers grab-and-go food for children 17 years and younger. Visit the website or call for information on the menu and pick-up process...,Children 17 years and younger Area Served:  Pitkin County,"Wednesday, 4:30 pm - 5:30 pm",(970) 384-6007,https://www.rfsd.k12.co.us/en-US,39.362585,-107.0370989
Food Pantry for Children,ROARING FORK SCHOOL DISTRICT,2270 CO-133,Carbondale,CO,81623,GARFIELD COUNTY,Offers grab-and-go food for children 17 years and younger. Visit the website or call for information on the menu and pick-up process...,Children 17 years and younger Area Served: Pitkin County,"Wednesday, 4:30 pm - 5:30 pm",(970) 384-6007,https://www.rfsd.k12.co.us/en-US,39.3902998,-107.2078702
Day Center,GATHERING PLACE,1535 High St,Denver,CO,80218,DENVER COUNTY,Offers the following short-term services through a resource center: Shower Laundry facilities Assistance with Colorado IDs Food pantry Clothing Onsite computers 3 meals a day,"Women, children, and transgender individuals as well as children 17 and younger that are accompanied by a legal guardian","Monday, Wednesday - Friday, 8:30 a.m. - 5 p.m.; T...",(303) 321-4198,http://tgpdenver.org,39.740758,-104.9650989
Food Pantry - My Neighbors Cupboard,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,409 Broadway,Penrose,CO,81240,FREMONT COUNTY,Food Pantry providing food to those in need.,Area Served: Fremont County and surrounding areas,Hours Vary,(719) 494-6584,No Website Listed,38.4249284,-105.0224405
Food Pantry - Oakshire Trails,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,2300 Oakshire Ln,Pueblo,CO,81001,PUEBLO COUNTY,Food Pantry providing food to those in need.,Hours Vary,(719) 296-6995,No Website Listed,,38.285426,-104.57064
Food Pantry - Pueblo United,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,2315 Sprague Ave,Pueblo,CO,81004,PUEBLO COUNTY,Food Pantry providing food to those in need.,Area Served:  Pueblo County,Hours Vary,(719) 696-8586,No Website Listed,38.240536,-104.638127
Food Pantry - St. Anne's Church,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,2701 E 12th St,Pueblo,CO,81001,PUEBLO COUNTY,Food Pantry providing food to those in need.,Area Served:  Pueblo County,Hours Vary,(719) 296-6995,No Website Listed,38.2795615,-104.5625866
Food Pantry - RMSER Pueblo,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,330 Lake Ave,Pueblo,CO,81004,PUEBLO COUNTY,Food Pantry providing food to those in need.,Residents of Pueblo County Area Served:  Pueblo County,"Hours vary, see Service for specified Hours",(719) 296-6995,https://careandshare.org,38.2544273,-104.6203815
Food Pantry - Minnequa VFW 3641,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,724 E 4th St,Pueblo,CO,81001,PUEBLO COUNTY,Food Pantry providing food to those in need.,Residents of Pueblo County Area Served:  Pueblo County,"Hours vary, see Service for specified Hours",(719) 296-6995,https://careandshare.org,38.2708095,-104.5977886
Food Bank,LOUISVILLE UNITED METHODIST CHURCH,741 Jefferson Ave,Louisville,CO,80027,BOULDER COUNTY,Provides a curbside food bank for individuals in need. Food items include: Fresh produce Meat Milk Eggs Non-perishable items,Residents of the service area Area Served:  Cities of Louisville; Town of Superior,"Tuesday, 9 a.m. - 12 p.m.; Sunday, 9 a.m. - 10:30...",(303) 666-8812,http://louisvilleumc.org,39.9776097,-105.134954
Food Pantry,COMMUNITY FOOD BANK,476 28 1/2 Rd,Grand Junction,CO,81501,MESA COUNTY,"Offers food to community members in need up to 24 times per year. Offerings include pantry staples, such as: Canned and dried food Bread Tortillas Fresh fruits and veggies Dairy Eggs Meat Quantities are based on household size...",No restrictions applied Area Served: Mesa County,"Monday, Tuesday, Thursday, 12:30 p.m. - 5:30 p.m....",(970) 640-0336,http://foodbankgj.org,39.074185,-108.5239542
Food Pantry,DELTA COUNTY SALVATION ARMY,117 Meeker St,Delta,CO,81416,DELTA COUNTY,Food Pantry provides: - One pantry box allow each month to anyone in need no income requirements) - Those experiencing homelessness may receive one food bag per week...,"For Low-Income Individuals, Seniors and Families in Need Area Served: Delta County","Monday - Friday, 8 a.m. - 4:30 p.m. (administrati...",(970) 399-3584,https://www.facebook.com/TSADelta,38.7453647,-108.0696246
Food Pantry,WESTMINSTER PRESBYTERIAN CHURCH,3990 W 74th Ave,Westminster,CO,80030,ADAMS COUNTY,Offers a food pantry that provides a prepacked box of non-perishable items including: Frozen meat Fresh veggies (when available) Bread The following is also available: Specialty items for the community's culturally relevant food including: Rye flour Canned...,"Residents of the service area Area Served: Zip Codes Served:  80234, 8024, 80233, 80031, 80260, 80229, 80221, 80030, 80002...","Monday - Thursday, 9:30 am- 3 p.m. (Administrativ...",(303) 429-8508,http://westypres.org/ash-food-pantry/,39.8305556,-105.039722
Food Pantry,MONUMENT VIEW BIBLE CHURCH,1173 17 1/2 Rd,Fruita,CO,81521,MESA COUNTY,Offers food distribution for those in need. Call ahead to pre-register for same day distribution. A volunteer will help gather the food together with the participant...,No restrictions applied Area Served: Mesa County,"3rd Thursday, 10 a.m. - 11 a.m.; 3rd Saturday, 9 ...",(970) 730-7294,http://mvbcfruita.org/pantry,39.1456507,-108.7289798
Food Pantry (Carbondale),LIFT-UP,520 S 3rd St,Carbondale,CO,81623,GARFIELD COUNTY,Provides a food box to individuals and families in need at Third Street Center,No restrictions Area Served: Garfield County,"Monday, 10:30 am - 12:30 pm",(970) 963-1778,https://www.liftup.org,39.396907,-107.2098347
Food Pantry (Glenwood Springs),LIFT-UP,1004 Grand Ave,Glenwood Springs,CO,81601,GARFIELD COUNTY,No restrictions Area Served: Garfield County,"Thursday, 10:30 am - 12:30 pm",(970) 945-2005,https://www.liftup.org,,39.5439113,-107.3247246
Mobile Distribution Pantry (El Jebel),LIFT-UP,218 E Valley Rd,Carbondale,CO,81623,EAGLE CO,Non-perishable food boxes are distributed at Movie Land in El Jebel every Tuesday,No restrictions Area Served: Eagle County,"Tuesday, 11 am - 12:30 pm",(970) 963-1778,https://www.liftup.org,39.394551,-107.101789
Mobile Food Distribution (Snowmass),LIFT-UP,35037 CO-82,Aspen,CO,81611,PITKIN CO,Non-perishable food boxes are distributed at Brush Creek Intercept Lot,No limitations Area Served:  Pitkin County,"Wednesday, 12 pm - 2 pm",(970) 544-2009 (tel:(970) 544-2009),https://www.liftup.org,39.1959654,-106.8408724
Mobile Food Pantry (Glenwood Springs),LIFT-UP,195 Center Dr,Glenwood Springs,CO,81601,GARFIELD CO,Non-perishable food boxes are distributed 2nd and 4th Thursday of the month at the Two Rivers Community Schools,No restrictions Area Served: Garfield County,"2nd and 4th Thursday, 4 pm - 5 pm",(970) 945-2005,https://www.liftup.org,39.5623757,-107.3687662
Mobile Food Pantry (Glenwood Springs),LIFT-UP,120 Soccer Field Rd,Glenwood Springs,CO,81601,GARFIELD CO,Non-perishable food boxes are distributed at Glenwood Springs Middle School every Saturday,No Restrictions Area Served: Garfield County,"Saturday, 1:30 pm - 2:30 pm",(970) 945-2005,https://www.liftup.org,39.5621893,-107.3596852
Mobile Food Pantry (New Castle),LIFT-UP,880 Castle Valley Blvd,New Castle,CO,81647,GARFIELD CO,Food is distributed every 1st and 3rd Thursday of the month at City Market Parking Lot,No restrictions Area Served: Garfield County,"1st and 3rd Thursday, 4 pm - 5 pm",(970) 984-2115,https://www.liftup.org,39.5686653,-107.512828
Mobile Food Pantry (Parachute),LIFT-UP,201 E 1st St,Parachute,CO,81635,GARFIELD COUNTY,Provides food boxes at LIFT-UP Warehouse on Tuesdays,No restrictions Area Served: Garfield County,"Monday, 3 pm - 6 pm",(970) 285-0221,https://www.liftup.org,39.453122,-108.0510757
Mobile Food Pantry (Rifle),LIFT-UP,195 14th St Bdlg B,Rifle,CO,81650,GARFIELD COUNTY,Non-perishable food boxes are distributed once per week on Saturdays at the Garfield Human Services Building,No Restrictions Area Served:  Garfield County,"Saturday, 10 am - 11 am",(970) 625-4888,http://www.liftup.org,39.213129,-107.22866
Mobile Food Pantry (Silt),LIFT-UP,648 N 7th St,Silt,CO,81652,GARFIELD CO,Mobile food pantry meets at Silt Baseball Fields,No restrictions Area Served: Garfield County,"1st and 3rd in month, Friday, 4 pm - 5 pm",(970) 625-4888,https://www.liftup.org,39.5513993,-107.655653
Mobile Food Pantry,GRACE COMMUNITY CHURCH,16731 Woodgate Rd,Montrose,CO,81401,MONTROSE COUNTY,"Those in need of food can call the church and provide their name, phone number, address, and how many people are in the household and on Thursday after 5:00 p...",No restrictions applied Area Served: Montrose County,"Tuesday - Thursday, 9 a.m. - 12 p.m., 1 p.m. - 4 ...",(970) 249-5306,http://gracemontrose.org/mobilefoodrelief,38.4408301,-107.859736
Food Pantry,PROJECT WORTHMORE,1666 Elmira St,Aurora,CO,80010,ADAMS COUNTY,Provides a food pantry that offers fresh produce and a other non-perishable goods for asylum seekers at no cost.,"Immigrants and refugees Area Served:  Cities of Denver, Aurora","Monday - Thursday, 9 a.m. - 6 p.m.",(720) 460-1393,http://projectworthmore.org/programs/yu-meh-food-share/,39.7434429,-104.8724845
Food Pantry - Mt. Carmel Pueblo O^ce,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,1008 Minnequa Ave,Pueblo,CO,81004,PUEBLO COUNTY,MOBILE PANTRY - food pantry providing food to those in need.,Residents of Pueblo County Area Served: Pueblo County,Hours Vary,(719) 296-6995,https://careandshare.org,38.2343426,-104.6229552
Food Pantry,FAX PARTNERSHIP,6740 E Colfax Ave,Denver,CO,80220,DENVER COUNTY,Offers a food pantry for those is need. Food is available once a month per client.,"No restrictions applied Area Served:  Adams, Arapahoe, Denver counties","Monday - Friday, 9 a.m. - 4 p.m.",(303) 284-4292,http://thefaxdenver.com/our-work/residential-services-oice/,39.7400644,-104.9100043
Mobile Food Pantry,WE DON'T WASTE,4735 N Pecos St,Denver,CO,80211,DENVER COUNTY,Provides a mobile food pantry to those in need.,"No restrictions applied Area Served: Denver, Adams, Arapahoe, Jefferson, Douglas, Broomfield, Boulder, El Paso counties","1st Friday, 1 p.m. - 3 p.m.",(720) 943-2699,http://wedontwaste.org/mobile-food-markets,39.7623504,-105.0064418
Mobile Food Pantry,WE DON'T WASTE,3955 Steele St,Denver,CO,80205,DENVER COUNTY,Provides a mobile food pantry to those in need.,"No restrictions applied Area Served: Denver, Adams, Arapahoe, Jefferson, Douglas, Broomfield, Boulder, El Paso counties","1st Tuesday, 1 p.m. - 2:30 p.m.",(720) 943-2699,http://wedontwaste.org/mobile-food-markets,39.7720087,-104.951353
Food Pantry,NEDERLAND COMMUNITY CENTER,750 CO-72,Nederland,CO,80466,BOULDER COUNTY,Offers a food pantry and food boxes to people in need.,"Residents of the service area Area Served: Cities of Allenspark, Blackhawk, Nederland; Boulder, Gilpin, Jefferson counti...","Monday - Thursday, 8 a.m. - 8 p.m.; Friday, 8 a.m...",(720) 418-0892 (Food Pantry),http://nederlandfoodpantry.org,39.9646517,-105.5121659
Mobile Food Pantry (Glenwood Springs Middle School),WESTERN SLOPE FOOD BANK OF THE ROCKIES,130 Soccer Field Rd,Glenwood Springs,CO,81601,GARFIELD COUNTY,Mobile food pantry that provides food for individuals and families.,No restrictions Area Served: Garfield County,"Saturday, 1:30 pm - 2:30 pm",(970) 464-1138,http://www.foodbankrockies.org/ws,39.5624522,-107.3596818
Food Bank Network,LA PUENTE,301 Front St,Antonito,CO,81120,CONEJOS COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served:  Alamosa County,"Friday, 11 a.m. - 2 p.m.",(719) 589-4567,http://lapuentehome.org,37.074056,-106.007309
Food Bank Network,LA PUENTE,PO Box 1235,Alamosa,CO,81101,ALAMOSA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served:  Alamosa County,Hours Vary,(719) 589-4567,http://lapuentehome.org,37.4701846,-105.8624658
Food Bank Network,LA PUENTE,17523 US-160,Blanca,CO,81123,COSTILLA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served:  Alamosa County,"Monday - Thursday, 9 a.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.4311741,-105.456362
Food Bank Network,LA PUENTE,8197 CO-15,La Jara,CO,81140,CONEJOS COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"1st Monday, Saturday, 10 a.m. -12 p.m.",(719) 589-4567,http://lapuentehome.org,37.276566,-106.007989
Food Bank Network,LA PUENTE,350 S Worth St,Center,CO,81125,Alamosa County,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,Hours Vary,(719) 589-4567,http://lapuentehome.org,37.752872,-106.1082769
Food Bank Network,LA PUENTE,802 Rio Grande Ave,Creede,CO,81130,MINERAL COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Monday - Friday, 8 a.m. -12 p.m., 1 p.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.8469816,-106.9266408
Food Bank Network,LA PUENTE,182 E Galena Ave,Crestone,CO,81131,ALAMOSA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Wednesday, 9 a.m. -12 p.m.; Last Saturday, 10 a.m...",(719) 589-4567,http://lapuentehome.org,37.9955316,-105.6980967
Food Bank Network,LA PUENTE,630 Spruce St,Del Norte,CO,81132,Alamosa County,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"3rd Saturday, 9 a.m. - 12 p.m.",(719) 589-4567,http://lapuentehome.org,37.6773214,-106.3533324
Food Bank Network,LA PUENTE,626 Beaubien Ave,Fort Garland,CO,81133,COSTILLA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Monday, 1 p.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.4297826,-105.4318159
Food Bank Network,LA PUENTE,19617 US Hwy 285,La Jara,CO,81140,CONEJOS COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served:  Alamosa County,"1st Monday, 9:45 a.m. - 11 a.m.; Wednesday, 2:30 ...",(719) 589-4567,http://lapuentehome.org,37.2717829,-105.9641171
Food Bank Network,LA PUENTE,CO-17 & Moffat Way,Moffat,CO,81143,SAGUACHE COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Tuesday, 2 p.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.999528,-105.905457
Food Bank Network,LA PUENTE,245 Washington St,Monte Vista,CO,81144,RIO GRANDE COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Tuesday, Friday, 2 p.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,37.5785986,-106.1481967
Food Bank Network,LA PUENTE,605 Christy Ave,Saguache,CO,81149,SAGUACHE COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Monday - Friday, 8 a.m. - 4 p.m.",(719) 589-4567,http://lapuentehome.org,38.0857105,-106.1396939
Food Bank Network,LA PUENTE,Calle De Gallo & 5th St,San Luis,CO,81152,COSTILLA COUNTY,Provides a food pantry to those in need. This service is for those living in Alamosa County.,No restrictions applied Area Served: Alamosa County,"Monday, 1 p.m. - 3 p.m.",(719) 589-4567,http://lapuentehome.org,38.083641,-106.138144
Food and Supplies,SAINT MARGARET OF CASTELLO FAMILY CENTER,3005 W 29th Ave,Denver,CO,80211,DENVER COUNTY,"Offers food and supplies, including: Children's clothing Baby clothes Diapers",No restrictions applied Area Served:  Denver County,"Wednesday, 1 p.m. - 3 p.m.",(303) 455-3613,http://stdominicdenver.org,39.7585593,-105.0254446
Food Pantry,SACRED HEART CATHOLIC CHURCH,726 3rd St,Alamosa,CO,81101,ALAMOSA COUNTY,Offers a no-cost food pantry.,No restrictions applied Area Served:  Alamosa County,"Monday - Friday, 9 a.m. - 4 p.m.",(719) 589-5829,No Website Listed,37.4703003,-105.8676567
Food Pantry,HISPANIC SDA CHURCH OLATHE,203 S 3rd St,Montrose,CO,81401,MONTROSE COUNTY,Provides a food pantry every other Thursday.,No restrictions Area Served:  Montrose County,"Every other Thursday, 12 p.m. - 2 p.m.",(970) 323-8639,http://olathehispanicco.adventistchurch.org/,38.4759108,-107.8761231
Mobile Food Pantry,DENVER INNER CITY PARISH,1212 Mariposa St,Denver,CO,80204,DENVER COUNTY,Offers a mobile food pantry for those in need.,"No restrictions applied Area Served:  Zip Codes Served:  80204, 80237, 80123","Monday - Friday, 9 a.m. - 3 p.m. (Walk-In Hours)",(303) 629-0636,http://dicp.org/hunger,39.7356182,-105.0024306
Food Assistance,LOVE INC OF THE YAMPA VALLEY,202 E Jefferson Ave,Hayden,CO,81639,ROUTT COUNTY,Provides food to qualified individuals and families through: The Emergency Food Assistance Program (TEFAP) The Commodity Supplemental Food Program (CSFP) Donation...,"For TEFAP assistance, households must meet the following income guidelines or be participating in one of the programs l...","Monday, 10:30 a.m. (Until Supplies Last)",(970) 826-4400,http://loveincyampavalley.org/services,40.4965193,-107.2524285
Food Pantry,SERVE 6.8 RESOURCE CENTER,601 21st Ave,Greeley,CO,80631,WELD COUNTY,Provides food for those in need. Select locations also provide: Hygiene items Cleaning supplies Pet food,"No restrictions applied Area Served:  Larimer, Weld counties","Thursday, 10 a.m. - 1 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.4272713,-104.711598
